StudentID,StoryID,ClaimNum,NoteTrend,Claim
75336170,10,2,0,i think its true because it said in the subtitle that this was true.
75336173,0,1,1,because at temperatures higher than 60 the caterpiller would be in a chrysalis and any lower it was still a caterpiller.
75336173,0,2,1,"the butterfly population has dropped at increasing speeds instead of staying the same, the evidence is in 1996 the butterfly population was 909.50 million and in 2013 it is at 33.50 million."
75336174,10,1,0,it keeps the eggs warm\n
75336174,10,2,0,because ofclimat change
75336180,10,1,0,maybe it is because of  partly true/ partly False
75336180,10,2,1,yes because of its tempura is raising.
75336181,10,1,1,sometimes the female leatherbacks are born around 84 degrees to 87 degrees.\n
75336181,10,2,1,The temupature since 1860 has been going up until 2000s and started to go down and up.
75336182,0,1,0,I think it is not eftine becaues it do not say that it is
75336182,0,2,0,becaues it not chaging\n
75336186,0,1,0,"Usually, a caterpillar needs its time to hatch into a butterfly. That's why\nthey try to find the best place in a warm and slightly cold place like California and Mexico. If you don't know. On Day 11 the Chrysalis did not hatch faster or slower. It usually stays outside more than inside"
75336186,0,2,1,"When you look at the chart pay attention to the numbers of the population. It was going downward! In 1993 the population was 3 million to 1996, 9 million now look at 2013, 33 million! It was in the hundred million not 10 million! You can not say it has stayed the same when it fell down to 10 million. I think the claim is False!"
75336188,0,1,0,"I think it is true because different habitats can have an effect on stuff like the food there. not the right food can affect its life stages life, for example, it could be late on becoming a butterfly or like it could be a caterpillar for longer than it should"
75336188,0,2,0,because each year more go to Mexico because it's warm in Mexico.
75336189,10,1,0,"It says the sand temperature affects whether leatherback eggs hatch as male or female, but scientists figure out when they hatched."
75336189,10,2,0,"At 1998 first to number is getting lower just like what the claim #2 have say about that Raine Island, Australia, has been decreasing since 1960. but then the rest is the increasing then decreasing. I might actually not really know what their meanings are."
75336190,10,1,0,because it said it in the reading
75336190,10,2,0,because it was in the reading!!!!!
75336191,0,1,1,I think its partly true/ partly false because in some parts it's colder than the warm temperature and it still said chrysalis.
75336191,0,2,0,I think this because some years there very little and some years there was a lot.
75336197,0,1,0,I think that the temperature efaces the cycle cus of the  temp difference of the caterpillar and the chrysalis
75336197,0,2,0,jlb
75925101,0,1,0,"All of the facts that were included in this text had great details. I think temperature does effect how fast the monarchs go through their life cycle. I think this because if they get to cold when they are in their chrysalis they can freeze on the inside and not grow. Also, if it is too hot for the caterpillar in it's chrysalis it would probably kill them and cause them to not grow anymore."
75925101,0,2,0,I think this claim is partly true because mostly a lot of females make it to Mexico to lay eggs when they hatch the females die. That wouldn't make the population of butterflies be exactly the same. The females lay several eggs witch would make more not the same. It is almost rare for butterflies to make it back from Mexico because of the weather or they die in Mexico.
75925101,11,1,0,Partly false because I assorted the data table by temperature and some temperatures were the same but they had a different gender. Partly true because from 80-84 they were mostly only male turtles and just a few female turtles. Through 85-88 there was only female turtles.
75925101,11,2,0,I think false because I assorted the data table by lowest to highest year and from 1960-2016 the range in temperature stayed within  83-86 it could not be decreasing.
75925102,1,1,1,After 11 days there were more chrysalises when it was warmer and more caterpillars as it got colder. So warmer temps make the monarch butterfly's life cycle go faster.
75925102,1,2,1,The dots on my graph  are all over the place. It goes by the year and count by millions. Some dots are near the bottom and some are near the top. In my chart the numbers range from 33.50 million to 909.50.
75925102,10,1,1,I think the sand temperature affects whether leatherback eggs hatch as a male or a female. I think that because on the data the warmest sand had mostly females and the cooler the sand got the more males there was. The warmest sand a male was hatched in was 85.19. The coolest a female egg hatched was 84.20. That is why sand temperature affects whether leatherback eggs are female or male.
75925102,10,2,1,The highest temperature was in 2002. The lowest temperature was in 1968. On my graph the temperature was going up and down not just a line going down. If anything the temperature is going up for 1960.
75925106,0,1,0,most shows that the tep is difrent but they still grow the samw
75925106,0,2,0,it has mostly changed
75925106,11,1,0,I think that the  sand tempechure WONT change wether  a sea tuttle haches a boy or girl. Becauls i looked at the data tabelle and saw that mostly  regardles of the  temechure ita an even chance.
75925106,11,2,0,I looked  at the smallest tempshore and it is 2002 Wich i found helpfullbeculs  IT means it is NOT decreasing if 1960 is only 8456
75925112,1,1,0,I think sand temperature affects leatherbacks so they hatch as male or female. Temperature from as low as 84.20 to as hi as 88.08. Males are as low as 80.60 and as hi as 85.19.
75925112,1,2,0,it is not true in 1960 the temperature was 84.56 and in 2016 it was 85.57.
75925112,11,1,0,I think sand temperature affects leatherbacks so they hatch as male or female. Temperature from as low as 84.20 to as hi as 88.08. Males are as low as 80.60 and as hi as 85.19.
75925112,11,2,0,it is not true in 1960 the temperature was 84.56 and in 2016 it was 85.57.
75925114,0,1,0,"I think it's true because, I think that when it's hot the chrysalis is more likly to be wanting to get out of the chrysalis. The butter fly could also be wanting to dry it's wings on the sun ( because it's hot.)"
75925114,0,2,0,"I think this claim is false because, when you look at the graph, the count is not the same, in the years. In 1997, this is the most of the butter flys had been there.(in Mexico.)"
75925114,11,1,0,"If you put the temperature from lowest to highest and look at the male/  female collem, the low temperature is female, and the male is in the high temperature."
75925114,11,2,0,"When we look at the  year, then at the temperature, we can see that in 1960 the temperature was high, but it said that the temperature in Raine Island was decreasing, which means that it was going down."
75925123,0,1,0,I think the temperature affects the monarch butterfly because when i changed the temperature to highest to lowest i saw that in the 60s i saw that they were all mostly chrysalis and when the the temperature is lower they are caterpiler.
75925123,0,2,0,that is not true because some numbers were is the 900s and some were only in the 100s so it was all mixed up so i would not say it was about the same.
75925123,1,1,0,I think the temperature affects the monarch butterfly because when i changed the temperature to highest to lowest i saw that in the 60s i saw that they were all mostly chrysalis and when the the temperature is lower they are caterpiler.
75925123,1,2,0,that is not true because some numbers were is the 900s and some were only in the 100s so it was all mixed up so i would not say it was about the same.
75925131,0,1,0,some of the chrysalis are at the 56 degree mark but most of them are from 60 to
75925131,0,2,0,on my graph is doesn't look like the population is the same because it keeps going up and down not a steady amount each year
75925131,1,1,0,some of the chrysalis are at the 56 degree mark but most of them are from 60 to
75925131,1,2,0,on my graph is doesn't look like the population is the same because it keeps going up and down not a steady amount each year
75925133,1,1,0,some caterpiller's and chrysalis live in the same location and some are growing faster than others
75925133,1,2,1,because it is not staying the same actully it is getting lower
75925133,10,1,0,I looked at the chart and saw a female and male turtle that live in different places but same temputure
75925133,10,2,1,In 1968 the temperature was 83.75 and in 2002 the temperature was 86.72 so it was going higher
75925139,1,1,1,I think the claim is true because the graph shows that the highest temperature shows that the catupiler is in its chrysalis the coldest temperature the butterfly was still a catipiller.
75925139,1,2,0,in 2018 there was 302 and in 1995 there where 630 and in 1996 there was 909 and in 2013 there was 33 so I think that that claim is false.
75925139,10,1,1,"the males are at the bottom and some in the middle, the females are at the top there are three in the middle. Also it said in the beginning that the temperature determines if they are male or female."
75925139,10,2,0,in 1960 it was 84.56 (f) then in 2016 it was 85.57 (f). that is why.
75925142,10,1,1,"When I was looking at the evidince, I noticed that all of the males were in sand of the temperature 85.19, and lower. all of the females were born at the temperature of 84.20 and higher. So to conclude the males are born at colder temperatures, and the females were born at slightly warmer temperatures."
75925142,10,2,0,"The claim is that temperature of the the sand in Raine has been decreasing since 1960. I think that it is sort of true, because the highest the highest temp. that the sand reached was 86.72. that was in 2002. the lowest temp. that the sand reached was 83.75, that was in 1968. so the sand has been getting to temps. in between both those numbers."
75925149,0,1,1,I found that the butterflies grow more in warmer weather.   The butterflies in 54 degrees were still in the caterpillar stage.  But in the 62 degree range they were in the chrysalis stage.  That shows they grew more.
75925149,0,2,0,I think this is false because the count goes from like 90 to 400 to 30.  On the graph it goes from 50 to 200 to 900.  900 is the most.  If it stayed the same most of the data would be in a line.
75925149,11,1,1,The data shows that in higher temperatures females are normally hatched.  In lower temperatures male are normally hatched.
75925149,11,2,0,The temperature has been increasing not decreasing. The graph helps me see that.
75925155,0,1,0,sample ones temp is 56.84 and is a catapiller.sample twos temp is 59.54 and is a christallis.
75925155,0,2,0,Sample one has 33.50 million buterflies.Sample number 8 has 145.50. The numbers go higher every sample number.
75925155,1,1,0,sample ones temp is 56.84 and is a catapiller.sample twos temp is 59.54 and is a christallis.
75925155,1,2,0,Sample one has 33.50 million buterflies.Sample number 8 has 145.50. The numbers go higher every sample number.
75925159,0,1,1,I know the temperature of the monarch butterfly's habitat affects how quickly it goes through its life cycle stages is because when I sort the data by cold to hot and most of the hot temperature was the chrysalis meaning they do better in hot places
75925159,0,2,0,"the monarch population staying the same is false because looking at my data, the numbers are nowhere near eachother"
75925159,11,1,1,I think this is false because the temperatures are around the same number in the 80's.
75925159,11,2,0,"This answer is false because looking at the temperature range, it's staying in the same range from 1960 and up.\n"
75925167,1,1,1,I am seeing that the life cycle IS affected by the temp. of their habitat.\nSome evidence that my claim is true is that 60 Degrees *f is when they start turning in to caterpillers but over 60 is chryalises.
75925167,1,2,0,Looking at my data I desided that I would make it into a graph. \nThen I set the Y axis to sample number and X axis to year then I added a trend line and saw the data going down hugely. It went from 909.50 to 33.50.
75925167,10,1,1,One reason why I think that is partly true partly false is if that were true then either 1 or 25 would NOT be the same gender as they are because number 1 (85.80) is only .61 hotter than 25 (85.19). I think it is partly true to because the the data shows Females average 85 and a half maybe more and also shows the Males average 84 and a half so that is why I think that it is partly true and partly false.
75925167,10,2,0,because in the 1990s there was maybe half 84 and half 85 but in the 2000s it is  more 84 than 85 I sorted it by year so I could see the difrence between years in order I just checked if it was not just the 2000s they were talking about but it did not matter.
75925171,1,1,0,so on my chart i changed it to temp and it shows the colder it is the more likely to become a Caterpillar faster then the hotter places in the hotter places they are still in there chrysalis so it does affect how fast it goes through the life cycle and if i were a butterfly i would want to live in a colder place because i'm impatient.
75925171,1,2,0,well back when they first started keeping track it was the highest number and it was still really high then it was all over the place so it wasn't the same or it would have roughly the same numbers by years but they are just all over the place so i think they are wrong.
75925171,10,1,0,the importent info sayes the tempecher efects the gender.  its right because with my evedence it effects the turtles by gender.it also sayes that the temp efects the turtules in the story.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\ns
75925171,10,2,0,astralias nesting area is the most importent nesting area so it cant be decresing
75925174,1,1,1,I think this claim is false because if you see on the data when monarch butterfly's  are inside they can be a caterpillar or a chrysalis. But on the outside it shows that it can be the same as the indoor. Also as you can see lower temperatures and higher temperatures can both be caterpillars or chrysalis's. So I don't believe the temperature affects them or the habitat.
75925174,1,2,1,I think this claim is false because as the years go on the temperatures are not staying about the same. Sometimes one year is millions more than the other. Through out the year it has gone up and down with less millions and more millions. So I believe this claim is false.
75925174,10,1,1,I think this claim is partly true and partly false. I think this because if you look at the males most of them have lower temperatures than the females. Most males are 85 to 80 for their temperatures. As you see most females are 85 and up. But some males are higher than 85 and some females are lower than 85. But as you see most females are higher than 85 and most males are lower than 85.
75925174,10,2,1,I think this claim is false because at 1960 it was 84.56. But if you look at my evidence two years after it was 85.10. Through the years the temperature has been getting higher and is not decreasing. Also the temperature got up to 86.72 which has not decreased from 1960. So the temperature of the sand in Raine Island is not decreasing.
75925180,1,1,1,"Well, when I sorted the data by temperature lowest to highest, I looked at the life cycle stages and first there were a chunk of caterpillar  and then chrysalis  then more caterpillars back and fourth. I think that if the claim was true then all the caterpillars would be together and all the chrysalis would be together."
75925180,1,2,0,"I put every year in order and then looked at the count (millions). Then, I realized that there were numbers of all different places. Some were higher and some were lower. For example, in 2009, the amount was 96.00 and in 1996, the monarch count was 909.50."
75925180,10,1,1,The highest temparatures of sand are normally when females are born. The lowest tempatures are mostly male.
75925180,10,2,0,"I think that because the temperature goes higher and lower at all different years. For example, in 1960 the temperature of the sand was 84.56 and in 1962 the temperature was 85.10 which is higher then before."
75925182,0,1,1,the weather makes the monarch slow done if it is to cold out they stay as caterpillars and when it is hot they grow up faster.\n They grow faster if they eat more.\nthey grow slow if it is 61 to 54 farinhite\nmost of theyse are still caterpillars because it is still cold
75925182,0,2,0,In 1996 there were 909.50 mil butterflies. But in 2013 there were 33.50 mill and that is not a lot.
75925188,10,1,1,I see that the males mostly hatch in a little colder sand. I also see that the females are mostly born in sand that is a little bit warmer then the males. I think that the fact is partly true because that is not true for some of the turtles.
75925188,10,2,1,I think this statement is false because I put the temperature in a graph and it seemed to be incresing.
75925190,10,1,1,I think it is partly true party false. If you look at the claim it is (the sand temperature affects weather leatherback eggs hatch as male or female.) Then look at the chart male temperature is from 85.19 to 80.60. Then look at female the temperature is from 88.8 to 84.20 so to me it looks like that if there is a higher temperature then there is a female and a lower temperature for a male. But I only think it is partly true partly false because the temperatures 84 and 85 are both in range for them both.
75925190,10,2,1,"I think it is false. So look at the chart at 1960 the temperature is 84.56 but almost every year after that it has been 85 or 86 but some have been 84 but most are higher on 84. But on 1964,1970 and 1972 are all lower but it said that it has been decreasing since 1960 which means every year after that but way more are higher plus the last year is 85.57 which is also higher."
75925202,1,1,1,I think that it is true because when the temperature is higher there are mostly chrysalis and when it is colder there are more caterpilers.
75925202,1,2,1,I think that it is false because when it is winter all of the butterflys go to  Mexico. So wen they go there every winter the population will go up.
75925202,10,1,1,I think it is true because a lot of the low temperatures are males and high is mostly female.
75925202,10,2,1,I think it is false because the graph shows that it is increasing insted of decreasing.\n
75925203,1,1,1,I think this claim is true because the caterpillars that were in warmer places have already gone to chrysalis stage. where as the other ones are still in caterpillar stage.
75925203,1,2,0,I think this claim is false because there is a lot of variety each year. for example in 2009 there were 96 million butterflies and in 2010 there were 201 million butterflies.
75925203,10,1,1,"I believe that the sand temperature affects whether leatherback eggs hatch as male or female and here's why. because the lower 80s are mostly male the middle temp. 80s are a good mix, and the high 80s are mostly female."
75925203,10,2,0,I think the claim is partly true because the temp. of the sand kind of went up and down.
75925204,1,1,0,If you look at the table you will see that if it is most likely to be warm the turtle will be a female. Because I looked at all of the temperature and the temp is high if it is a female. If the temperature is on the cooler side then that means that the turtle will be a male. All of the temperatures that show males have a lower temperature than the females. And females have a higher temperature than the males. So I think when it is warmer it will be a female and when it is cooler it will be a male.
75925204,1,2,0,If you look closely you will see that the temperature is also  increasing but as the year goes past the temperature is decreasing.It is doing both increasing and decreasing because if you look at the last two temperatures you will see that it will decrease but the very last one is increasing.
75925204,11,1,0,If you look at the table you will see that if it is most likely to be warm the turtle will be a female. Because I looked at all of the temperature and the temp is high if it is a female. If the temperature is on the cooler side then that means that the turtle will be a male. All of the temperatures that show males have a lower temperature than the females. And females have a higher temperature than the males. So I think when it is warmer it will be a female and when it is cooler it will be a male.
75925204,11,2,0,If you look closely you will see that the temperature is also  increasing but as the year goes past the temperature is decreasing.It is doing both increasing and decreasing because if you look at the last two temperatures you will see that it will decrease but the very last one is increasing.
75925205,1,1,1,"i think this claim is true because when the temperature  is warmer most of the butterflies stay inside. When, the temperature is colder most of them stay outside to make there chrysalis."
75925205,1,2,1,i think this claim is false because the data table shows that as years go on the population have been increasing and decressing. Also thats happening because butterflies go there when it gets to cold or to hot where they live and it degreses when they leave to go somewhere else.
75925205,10,1,1,I think it is true because male eggs like the sand cooler then female eggs like the sand .The male eggs like 80 to 85 degrees and female like it 84 to 88 degrees.
75925205,10,2,1,"I made a graph to show whether the tempature has been decreasing or not and the graph showed me that the weather has been increasing. So, it is false the weather has not been decreasing"
75925214,0,1,1,I think the claim is true because in the information I recently got almost all the lowest are outside of the chrysalis and some off the highest are still inside of the chrysalis so my point is that the higher the temperature the longer your in the chrysalis.
75925214,0,2,0,I think claim 2 is false because the population is going up a lot and is almost up to 1000 so i so not think claim 2 is telling the truth.
75925214,11,1,1,I think that claim 1 is true because when the sand gets hot its most likely that a female will hatch. So when it gets colder some of the males will be born so what I am saying is whenever the sand gets hot a female comes out. Whenever the sand is cold and warm a male will come out.
75925214,11,2,0,If you look at the chart the year 1960 is lowest but then it is increasing not decreasing so I think that claim 2 is false.
75925216,0,1,1,"I think this claim is true because, when I organized the data by temperature, I saw some patterns. First, when the eggs were in the 54 - 59.36 degree range, they were all caterpillars. Second, when the eggs were in the 59.37 - 60.90 degree range, they were a mixture of caterpillars and chrysalises. Lastly, when the eggs were in the 60.91 - 64 degree range, they were all chrysalises. That is why I think the claim is true. The temperature of a monarch butterfly's habitat does affect how quickly it goes through its life cycle stages."
75925216,0,2,0,
75925219,1,1,1,I think it's partly true/partly false because from the data outside is kind of warmer then inside and in the higher tempertures the monarchs are already at the chrysalis stage. In the article it said that monarchs move to warmer places in the winter. Places that are not to cold and not to warm. But I also think it is partly false too because looking at the data some monarchs that are inside are in chrysalis.
75925219,1,2,0,I think it's false because in the data It looks like the population for monarch in Mexico is decreaseing. In 1993 the population of monarch in Mexico was 311.50. I think it was increasing and now it is decreasing. The highest year on the data chart is 2017 the population is 124.00 in 2017.
75925219,10,1,1,The higher temperature are mostly female and the lower temperature are mostly male. I said partly true partly false because some male sea turtles are high temperatures and some female sea turtles are in the lower temperatures.
75925219,10,2,0,On the chart after 1960 it sometimes get higher and sometimes lower.
75925220,1,1,0,"I think it is partly true partly false, its partly true because i realize that female baby turtles are born with higher tempatures and males are born with lower tempatures, and I can understand that. But I also think its partly false because number 2 (male) has 85.04, and number 28 (female) has a tempature in the range of 84, so does number 3 and number 9. Im a little confused of what this means and I think that if females are born in that area, the should be males."
75925220,1,2,0,"I think that this piece of evidence is partly true partly false too, because the island off of Australia is getting warmer but I also notice that its not, in 2002 the tempature was 86.72, but in 2010,12,and 16 the tempature was in the 85's, So it went down. Plus, it's just an island off of Australia. That doesn't mean that the whole country is having there tempature increasing."
75925220,11,1,0,"I think it is partly true partly false, its partly true because i realize that female baby turtles are born with higher tempatures and males are born with lower tempatures, and I can understand that. But I also think its partly false because number 2 (male) has 85.04, and number 28 (female) has a tempature in the range of 84, so does number 3 and number 9. Im a little confused of what this means and I think that if females are born in that area, the should be males."
75925220,11,2,0,"I think that this piece of evidence is partly true partly false too, because the island off of Australia is getting warmer but I also notice that its not, in 2002 the tempature was 86.72, but in 2010,12,and 16 the tempature was in the 85's, So it went down. Plus, it's just an island off of Australia. That doesn't mean that the whole country is having there tempature increasing."
75925223,0,1,1,Because most of the lower temps. are caterpillars and most of the higher temps. are chrysalis.
75925223,0,2,0,Because the lowest amount of butterflies was in 2013 and their was 33.50 . In the middle is 2008 and their was 253.00. then the largest amount was in 1996 and their was 909.50 butterflies!
75925231,0,1,1,"The lower the temperature is, the slower the life cycle goes."
75925231,0,2,0,Each year there's a little bit of a difference and sometimes it stays the same. In 1993 when scientists started estimating butterfly population the population was about 311.50 and the lowest one was in 2013 and it was 33.50.
75925231,11,1,1,The higher the temperature is the higher the chance it's going to be a female. The lower the temperature is the higher  chance it has to be a Male leatherback.
75925231,11,2,0,It is false because the sand temperature keeps on going to 84 to 85. It starts at 84 then went up to 85 in 2016 so it's going up and not down.
75925246,1,1,0,I think the first claim is partly right and partly wrong because if you look at the data close enough you will see that the highest temperature is 63.14 and the life cycle stage is a chrysalis and as the temperature goes down you see that the life cycle stage has changed into a caterpillar so the life cycle of stage of the butterflies is taking a bit longer.
75925246,1,2,1,I think that the second claim is wrong because if you look at the chart close  enough you will see that the butterfly population is increasing in Mexico its not staying the same because if you at the chart under the word count the numbers show that the population is increasing not staying the same.
75925246,10,1,0,its partly true because sea turtles do lay there eggs in the sand its partly false because the sand temperature does not help the eggs hatch into a boy or a girl
75925246,10,2,1,its false because the temperature did not go down it went up
75925249,0,1,1,it does affect how quickly it goes through the life cycle \nbecause there are more chrysalis in the warmer weather so the colder weather makes it harder for them to go through life cycle stages.
75925249,0,2,0,the population has moved around a lot because it has gone all the way from 33.50 to 909.50 and that is a big difference.
75925249,11,1,1,The reason why I think it is false is because it the data there is about the same amount of male and female turtles in each location. I also think this because in the data there is not much proof that the temperature affects the gender of the turtle.
75925249,11,2,0,"I said it is false because when I looked at the data as the year went higher the temperature moving up. For example, in 1960 the temperature was 84 degrees and in 2014 it was 86 degrees."
75925255,0,1,1,"Most of the chrysalis's are in warmer temps and most of the caterpillars are in cooler temps however, there are a noticeable amount of caterpillars in with  the chrysalis's."
75925255,0,2,0,"There is no patteren of the population, and the numbers deffenetly aren't the same."
75925259,0,1,1,I think that wen it gets hoter it seams that the speasheas gros faster as you see in the graf.
75925259,0,2,1,I think that the graf macs it clear that the populaeshun is going down.
75925259,11,1,1,I think that wen the sand is wormer the lether back trtals are more likly to be feamael becas the chart shows that in wormer temichers the tertals are feamale
75925259,11,2,1,I think that the temicher has been increasing over the years and with clow 1 it shows that feamaels thriv in wormnes so if it is incresing in tempicher then there will be more feamael then mael and that is why thay are in daenger.
75925260,1,1,1,"up high has mostly chrysalis and down below is all catapilar starting at sample number 3, inside, 59.36 degrees. however there are a few catapilars up above too."
75925260,1,2,1,this fact is false because as i move down the data chart from beginning to end it starts at 33.50 and goes to 909.50 the count of butterfly's in Mexico have gone way up.
75925260,10,1,1,according to the chart higher temperatures seem to have female eggs and lower the temperatures seem to have more male. but in the middle of the chart mae and female are a little mixed up.
75925260,10,2,1,"on the chart, the temperature has gone not far down and pretty far up. i see that the temp has gone mostly up so it is not decreasing too much."
75925274,0,1,0,"I think it is partly true/ partly false. I think this  if you look at the data, it will go back and fourth between chrysalis and caterpillar. Right in the middle of the data it goes back and fourth. there will sometimes be a caterpillar in the beginning. I believe that it could help to study the location of the butter fly. and if it is inside or outside a building/structure."
75925274,0,2,0,"When I sorted the graph by year, I relized that is g from 33.50 to 302.50!!! i think that the population of butter flies is just rising and falling. If the population is about the same how did it go from 33.50 to 302.50 in five years?! I completely disagree with the statement about the population."
75925274,11,1,0,"I know the claim is partly true and partly false. I know this because The hot sand produces females and cold sand produces male turtles. the partly part is because in the middle of the graph, it's a mix of male, and female babies. I sorted it this way because the question was on the temperature of sand."
75925274,11,2,0,I know that this claim is false. I know this because the temperature is barley changing. Over all the temperature is increasing rather than decreasing. This claim is opposite from the truth.
75925276,1,1,0,"I think this is partly true and partly false because, when I sorted the data lowest temperature to highest, the lowest temperatures had mostly caterpillars. When I looked at the higher temperatures it had mostly chrysalises.There were still a few caterpillars in the high temperatures so I think this fact is partly true,partly false"
75925276,1,2,0,"When I sorted the data by year(lowest to highest), I found that the amount has increased and then decreased through the years. It has not stay really stayed the same."
75925276,10,1,0,when i sorted the temperatures from lowest to highest it the males and females were mixed up. so i think that this would be partly true partly false
75925276,10,2,0,when I sorted the temperatures from lowest to highest the highest temperature was in 2002 so i do not think they have been going down since 1960
75925282,0,1,1,The top of the Life Cycle Stage List where it is colder has all caterpillars and at the bottem of the list where it is hotter has a lot of chrysalis's \n\nI think that when it is warmer they go threw their stages faster and when it is colder they go threw their stages slower
75925282,0,2,0,In 1996 909.50M butterflies were in Mexico but in 2013 only 33.50 butterflies were in Mexico that is a big difference so it has not stayed about the same.
75925282,11,1,1,The table shows that lower temperatures are males and higher temperatures are female
75925282,11,2,0,The years are going up and the temperature is not getting warmer or colder it is staying in the 83.0-87.0 range
75925288,0,1,1,In the data shown in the picture it looks like the lower the temperature the slower the life cycle is.The data also shows the higher the temperature the faster the life cycle is.
75925288,0,2,0,"In my graph since the year 1993 it has rapidly increased, rapidly decreased, and mediocrity decreased. Which is the exact opposite of the scientists claims."
75925288,11,1,1,I think this is partly true and partly false because their is one section where the graph doesn't support the claim of sand temperature effecting the gender. The graph also shows that the claim cant be fully false.
75925288,11,2,0,I believe the claim is false because in my graph the temperature has shown increase from the year 1960.
75925290,1,1,0,of you look at sort by Temperature high to low you will find that if it 85 degreas and up it will be a female and 84 degreas and lower is mail.
75925290,1,2,0,If you sort it by year you will see that it achuly got two digreas warmer.
75925290,11,1,0,of you look at sort by Temperature high to low you will find that if it 85 degreas and up it will be a female and 84 degreas and lower is mail.
75925290,11,2,0,If you sort it by year you will see that it achuly got two digreas warmer.
75925293,1,1,0,If you look at number 26 the temperature is 63.14 and the butterfly is in its chrysalis but if you look at number 29 the butterfly is a caterpillar
75925293,1,2,0,In 1993 there was about 316 butterflies but in 2018 there was about 300 butterflies\n
75925293,10,1,0,3 males were born in very hot sand and 2 females were born in cold\nsand
75925293,10,2,0,in 2008 the temperature is 85.21 but in 2002 the temperature is 86.72
75925297,0,1,0,I think that this is false because when you are a caterpillar you are not inside of you egg or chrysalis. And it says that when the caterpillar is in their chrysalis then are outside of their chrysalis. So like they are not even in it.
75925297,0,2,0,I think that this is false because the scientists are saying that that the population of the butterflies has been about the same in Mexico for the years that they have been counting then. I think that that is false because each year you can see that the population has been going up by millions over these past years. If you look at the evedence you can see that the population has gone way up. {By a LOT}
75925297,11,1,0,"I think that it may be true because the highest temperature was a female and the lowest temperatures were all male. But i'm not positive all of the way because when the temperature got to around 84 degrees, it switched into like a pattern of male female male female female and then went onto the rest of the temps witch were only male."
75925297,11,2,0,I think that this claim is false because in the graph  made it shows that it did go down on the third year but then it started to increase sense then and it does not seem like it is going down any where.
93835102,10,1,0,I think its true because males and females are different just like a girl and boys are different and turtles need the right temperature to have baby turtles yes playa and suriname is a place that I dont know it is very warm 80 degres of the sand is very warm for baby turtles baby turtles need the same temperature same of the two places have different temps turtles are babys the sand might be too hot or too cold turtles need the right place the also need the weather to be warm to go in the cold water because the water will be even more cold if there is not sun the water will be warm
93835102,10,2,0,I think its true because number 1 is 2002 its 86.72 and number 14 its 1968 its 83.75 its getting lower and I know Deccriceing means going down
93835107,0,1,0,Because it is true
93835107,0,2,0,Because it is not straight line.
93835114,0,1,1,When the temperature is higher the butterfly is turning into a chrysalis and soon the chrysalis is turning into a monarch butterfly.
93835114,0,2,0,The numbers of the butterfly is not the same
93835119,10,1,0,because I said so
93835119,10,2,0,"The temperature of the sand in Raine Island, Australia has been decreasing since 1960."
93835120,0,1,0,i think that this is false because when the temptures are higher it take longer and most people would think that it would go faster because there is more food.
93835120,0,2,0,I think its false because the numbers go up and down and up down each year.
93835133,0,1,1,I think this question is true because when the temperatures are getting warmer there are lots of chrysalis'. But when it is a little colder out there are mostly caterpillars.
93835133,0,2,0,"in 1996 the butterfly population in Mexico was 909.50 million. But scientists say that the population has always been about the same?! thats not possible. Because the earliest time they have so far is in 2018. and in 2018 there were only 302.50 million butterfly\'s. So i think the scientist who stated this is very off. 909.50 compared to 302.50 is a big difference, the butterfly population in Mexico has not ""stayed the same."""
93835142,0,1,0,i think that it is incstre but false\n
93835142,0,2,0,the reson i think this is false is becuse maxco that not manicer come to  \nmain
93835146,0,1,0,"it can tack longer for some butterfly's to go in to a chrysalis, then others."
93835146,0,2,1,Each year the count goes done
93835159,10,1,0,\n      \n\n\n           *14/28 are female's in this graph.\n            \n            *14/28 are male's in this graph.\n      \n\n                  which mean's...it is a 50/50   \n                  chance it is a female and \n                  50/50 chance it is a male. \n\n\n          by suraiea smith
93835159,10,2,0,86.72 it hier than 85.21\n\n\n\n   86.72=2020 .     85.21=2008
93835174,0,1,0,i think this because everything is different and if it is true when its inside and 59 above it does seem a little true.
93835174,0,2,0,yes because i looked at the map type thing and if i'm right it shows the population of the monarch butterfly.the map gives me a good way of seeing the population and im going with that the population is the same now than it was.
93835176,10,1,1,"I think that the temperature affects the turtle eggs hatching male or female because as you can see on my graph, most of the lower temperatures are male, and the higher temperatures are female."
93835176,10,2,0,I think that the sand temperature in Raine Island has not been decreasing since 1960 because the temperature numbers have just kind of been scattered around after I organized the data by year.
93835180,10,1,0,it is arowed the same temp
93835180,10,2,0,it is going dowen then it goes up up up it decrest ones then got even better\n
93835188,10,1,1,"I think this claim is true because when the temperature rises, there seem to be more females. between 84.20-85.19 it is kinda scattered but in general, it seems like the lower the temp. the more males, but the higher the temp. the more females. since this claim doesn't go into many specifics, I think we could say yes, the sand temperature affects the gender of the turtles."
